TCGA-A2-A4RW-01A-21D-A25Q-09
TCGA-A7-A26G-01A-21D-A167-09
TCGA-GM-A2DO-01A-11D-A19Y-09
TCGA-EW-A1IY-01A-11D-A188-09
TCGA-D8-A27L-01A-11D-A16D-09
TCGA-D8-A1Y3-01A-11D-A159-09
TCGA-E9-A22E-01A-11D-A159-09
TCGA-AR-A24H-01A-11D-A167-09
TCGA-D8-A1XA-01A-11D-A14G-09
TCGA-EW-A1J6-01A-11D-A188-09
TCGA-AR-A1AH-01A-11D-A12B-09
TCGA-E9-A1NF-01A-11D-A14G-09
TCGA-E2-A1IL-01A-11D-A14G-09
TCGA-C8-A138-01A-11D-A10Y-09
TCGA-AO-A1KR-01A-12D-A142-09
TCGA-D8-A1X7-01A-11D-A14K-09
TCGA-C8-A274-01A-11D-A16D-09
TCGA-A7-A26H-01A-11D-A167-09
TCGA-AR-A2LE-01A-11D-A17W-09
TCGA-BH-A0HP-01A-12D-A099-09
TCGA-D8-A1JE-01A-11D-A13L-09
TCGA-E9-A1R7-01A-11D-A14K-09
TCGA-D8-A1XZ-01A-11D-A14K-09
TCGA-E2-A1IE-01A-11D-A188-09
TCGA-D8-A1Y1-01A-21D-A14K-09
TCGA-AN-A0XW-01A-11D-A10G-09
TCGA-D8-A1JM-01A-11D-A13L-09
TCGA-E9-A1RH-01A-21D-A167-09
TCGA-AR-A24X-01A-11D-A167-09
TCGA-E9-A1RA-01A-11D-A14G-09
TCGA-C8-A1HK-01A-21D-A13L-09
TCGA-E9-A22G-01A-11D-A159-09
TCGA-GM-A2DN-01A-11D-A17W-09
TCGA-EW-A1IW-01A-11D-A13L-09
TCGA-C8-A278-01A-11D-A167-09
TCGA-D8-A27E-01A-11D-A16D-09
TCGA-D8-A1XF-01A-11D-A14G-09
TCGA-D8-A1JG-01B-11D-A13L-09
TCGA-AQ-A04H-01B-11D-A10M-09
TCGA-E9-A1R2-01A-11D-A14G-09
TCGA-D8-A1XW-01A-11D-A14K-09
TCGA-D8-A1XM-01A-21D-A14K-09
TCGA-AR-A0U2-01A-11D-A10G-09
TCGA-D8-A27I-01A-11D-A16D-09
TCGA-AR-A250-01A-31D-A167-09
TCGA-AN-A0XU-01A-11D-A10G-09
TCGA-BH-A0HN-01A-11D-A099-09
TCGA-GM-A2DL-01A-11D-A18P-09
TCGA-AN-A0XV-01A-11D-A10G-09
TCGA-AO-A124-01A-11D-A10M-09
TCGA-GM-A2DA-01A-11D-A18P-09
TCGA-AO-A1KO-01A-31D-A188-09
TCGA-AR-A0TZ-01A-12D-A099-09
TCGA-E9-A229-01A-31D-A17G-09
TCGA-D8-A1Y0-01A-11D-A14K-09
TCGA-E9-A22D-01A-11D-A159-09
TCGA-D8-A27N-01A-11D-A16D-09
TCGA-GM-A2DF-01A-11D-A17W-09
TCGA-AR-A24R-01A-11D-A167-09
TCGA-C8-A26Z-01A-11D-A16D-09
TCGA-D8-A1JF-01A-11D-A13L-09
TCGA-E9-A1RI-01A-11D-A167-09
TCGA-AR-A0TU-01A-31D-A10G-09
TCGA-BH-A202-01A-11D-A14K-09
TCGA-A2-A04W-01A-31D-A10Y-09
TCGA-A2-A0T3-01A-21D-A10Y-09
TCGA-A2-A0T6-01A-11D-A099-09
TCGA-A2-A0ST-01A-12D-A099-09
TCGA-A2-A0YT-01A-11D-A10G-09
TCGA-A2-A0SX-01A-12D-A099-09
TCGA-A2-A04N-01A-11D-A10Y-09
TCGA-A2-A04U-01A-11D-A10Y-09
TCGA-A2-A0CW-01A-21D-A10Y-09
TCGA-A2-A0T5-01A-21D-A099-09
TCGA-A7-A0DA-01A-31D-A10Y-09
TCGA-A2-A0T7-01A-21D-A099-09
TCGA-A2-A0D3-01A-11D-A10Y-09
TCGA-A2-A0CL-01A-11D-A10Y-09
TCGA-A2-A0YM-01A-11D-A10G-09
TCGA-A2-A0EN-01A-13D-A099-09
TCGA-A1-A0SO-01A-22D-A099-09
TCGA-A2-A0YE-01A-11D-A10G-09
TCGA-A2-A0EW-01A-21D-A10Y-09
TCGA-A2-A0YK-01A-22D-A117-09
TCGA-A2-A0YC-01A-11D-A117-09
TCGA-A1-A0SJ-01A-11D-A099-09
TCGA-A1-A0SK-01A-12D-A099-09
TCGA-A1-A0SH-01A-11D-A099-09
TCGA-A1-A0SP-01A-11D-A099-09
TCGA-A2-A0SV-01A-11D-A099-09
TCGA-A2-A0CV-01A-31D-A10Y-09
TCGA-A2-A0YF-01A-21D-A10G-09
TCGA-A2-A0T4-01A-31D-A099-09
TCGA-A2-A0YL-01A-21D-A10G-09
TCGA-A2-A0YG-01A-21D-A10G-09
TCGA-A1-A0SD-01A-11D-A10Y-09
TCGA-A2-A0SU-01A-11D-A099-09
TCGA-A2-A0CS-01A-11D-A10Y-09
TCGA-A2-A0SY-01A-31D-A099-09
TCGA-A2-A04R-01A-41D-A117-09
TCGA-C8-A137-01A-11D-A10Y-09
TCGA-D8-A13Y-01A-11D-A10Y-09
TCGA-B6-A0X0-01A-21D-A10Y-09
TCGA-BH-A0EA-01A-11D-A10Y-09
TCGA-E2-A15G-01A-11D-A12B-09
TCGA-E2-A15R-01A-11D-A10Y-09
TCGA-E2-A15L-01A-11D-A12B-09
TCGA-C8-A12Z-01A-11D-A10Y-09
TCGA-D8-A145-01A-11D-A10Y-09
TCGA-B6-A0RT-01A-21D-A099-09
TCGA-C8-A12W-01A-11D-A10Y-09
TCGA-BH-A0E9-01B-11D-A10Y-09
TCGA-C8-A1HN-01A-11D-A135-09
TCGA-AO-A12A-01A-21D-A10Y-09
TCGA-AR-A2LN-01A-21D-A18P-09
TCGA-C8-A133-01A-32D-A12B-09
TCGA-B6-A0WT-01A-11D-A10G-09
TCGA-BH-A0RX-01A-21D-A099-09
TCGA-BH-A0BP-01A-11D-A10Y-09
TCGA-AN-A0XR-01A-11D-A10G-09
TCGA-E2-A14O-01A-31D-A10Y-09
TCGA-D8-A147-01A-11D-A10Y-09
TCGA-E2-A155-01A-11D-A12B-09
TCGA-AR-A0U1-01A-11D-A10Y-09
TCGA-E2-A15J-01A-11D-A12Q-09
TCGA-BH-A0B7-01A-12D-A10Y-09
TCGA-E2-A154-01A-11D-A10Y-09
TCGA-AO-A12D-01A-11D-A10Y-09
TCGA-D8-A141-01A-11D-A10Y-09
TCGA-E2-A150-01A-11D-A12B-09
TCGA-E2-A10A-01A-21D-A10Y-09
TCGA-B6-A0X7-01A-11D-A10M-09
TCGA-BH-A0B0-01A-21D-A10Y-09
TCGA-AO-A125-01A-11D-A10M-09
TCGA-BH-A18H-01A-11D-A12B-09
TCGA-AR-A1AP-01A-11D-A12Q-09
TCGA-AR-A0TS-01A-11D-A10Y-09
TCGA-BH-A18I-01A-11D-A12B-09
TCGA-E2-A158-01A-11D-A12B-09
TCGA-AR-A0TP-01A-11D-A099-09
TCGA-C8-A12N-01A-11D-A10Y-09
TCGA-E2-A153-01A-12D-A12B-09
TCGA-C8-A131-01A-11D-A10Y-09
TCGA-AO-A129-01A-21D-A10M-09
TCGA-E2-A14Z-01A-11D-A10Y-09
TCGA-E2-A1B4-01A-11D-A12Q-09
TCGA-E2-A1B6-01A-31D-A12Q-09
TCGA-B6-A0RO-01A-22D-A099-09
TCGA-E2-A15S-01A-11D-A10Y-09
TCGA-AR-A0TT-01A-31D-A099-09
TCGA-AN-A0XO-01A-11D-A10G-09
TCGA-BH-A0EI-01A-11D-A10Y-09
TCGA-E2-A14V-01A-11D-A12B-09
TCGA-AR-A1AN-01A-11D-A12Q-09
TCGA-AR-A1AT-01A-11D-A12Q-09
TCGA-BH-A0BW-01A-11D-A10Y-09
TCGA-E2-A14X-01A-11D-A10Y-09
TCGA-BH-A0DE-01A-11D-A10Y-09
TCGA-C8-A132-01A-31D-A10Y-09
TCGA-AR-A1AK-01A-21D-A12Q-09
TCGA-C8-A12U-01A-11D-A10Y-09
TCGA-E2-A10C-01A-21D-A10M-09
TCGA-C8-A12Q-01A-11D-A10Y-09
TCGA-BH-A0BQ-01A-21D-A10Y-09
TCGA-BH-A0DL-01A-11D-A10Y-09
TCGA-B6-A0RH-01A-21D-A10Y-09
TCGA-AR-A1AV-01A-21D-A12Q-09
TCGA-E2-A14P-01A-31D-A12B-09
